TimeStep,StateType,Variable,Values
52,Posteriors,mu_h_posts,0.189231 -0.0742269 -0.22569 -0.31209 -0.281001 -0.0777488 -0.0759568 0.109174 -0.193942 0.153057 -0.261307 0.226435 0.160884 -0.118323 0.0827021 0.246256 -0.178778 0.199572 -0.0394846 0.126764 0.306536 -0.0957576 0.0528414 0.0448347 0.0180161 -0.0302891 -0.280504 0.00554259 -0.388677 -0.295695 0.0787334 -0.0823419 0.0484297 -0.198181 0.0956445 -0.233288 0.254044 -0.0601639 0.0465571 -0.466335
53,Posteriors,mu_h_posts,0.191923 -0.101209 -0.250812 -0.298882 -0.174599 -0.141765 -0.0718322 0.16752 -0.259025 0.020703 -0.306845 0.330275 0.189491 -0.0188036 0.0844608 0.255222 -0.229139 0.202557 -0.0888502 0.148296 0.314178 -0.100488 0.107613 -0.0805474 -0.0487196 -0.0242641 -0.327264 0.1052 -0.352337 -0.302653 0.105693 -0.0487804 0.100886 -0.140746 0.0266568 -0.25682 0.275749 -0.123408 0.0693958 -0.468877
54,Posteriors,mu_h_posts,0.182677 -0.125628 -0.273758 -0.267791 -0.011087 -0.192089 -0.0669291 0.209134 -0.297709 -0.0776189 -0.336423 0.395322 0.196508 0.117808 0.0870507 0.258073 -0.264727 0.197332 -0.129686 0.159945 0.312779 -0.100666 0.129086 -0.177722 -0.115229 -0.00878404 -0.367858 0.169838 -0.296788 -0.274238 0.124977 -0.0202331 0.140012 -0.0668814 -0.0395485 -0.270064 0.281882 -0.168038 0.079596 -0.411119
55,Posteriors,mu_h_posts,0.162966 -0.151934 -0.289954 -0.224708 0.152311 -0.230754 -0.0604515 0.227959 -0.320507 -0.134021 -0.347489 0.425732 0.181815 0.254484 0.0890413 0.252064 -0.286702 0.184705 -0.158075 0.162133 0.299142 -0.101037 0.130469 -0.229105 -0.170184 0.0172721 -0.393643 0.200348 -0.221506 -0.185912 0.139342 -0.00073846 0.163812 0.0132638 -0.0983198 -0.268053 0.267189 -0.197696 0.0768584 -0.296645
56,Posteriors,mu_h_posts,0.133099 -0.179355 -0.293152 -0.176116 0.271408 -0.259211 -0.0521946 0.229287 -0.336771 -0.156718 -0.340263 0.430958 0.149917 0.368879 0.0870455 0.236963 -0.297544 0.165791 -0.176717 0.155842 0.266925 -0.103958 0.122959 -0.241734 -0.201865 0.0531559 -0.397144 0.20616 -0.127835 -0.0353062 0.149175 0.00975726 0.1713 0.0847574 -0.14206 -0.242352 0.222893 -0.218872 0.0675991 -0.15281
57,Posteriors,mu_h_posts,0.0953688 -0.204199 -0.274421 -0.123399 0.344492 -0.276281 -0.0405584 0.222611 -0.351779 -0.155184 -0.317138 0.41882 0.110805 0.457358 0.0750143 0.212973 -0.298664 0.137493 -0.187828 0.139875 0.210869 -0.110727 0.112074 -0.227387 -0.202866 0.0937099 -0.373492 0.196152 -0.0279607 0.140614 0.151331 0.0144758 0.164158 0.136641 -0.16815 -0.185431 0.144797 -0.235527 0.056216 -0.0244834
58,Posteriors,mu_h_posts,0.046368 -0.221733 -0.225042 -0.0629603 0.385813 -0.275466 -0.0213599 0.213965 -0.364563 -0.138914 -0.282245 0.392177 0.0748026 0.522229 0.0459419 0.181524 -0.289191 0.0960549 -0.194915 0.112984 0.125351 -0.121401 0.099613 -0.198708 -0.169387 0.131964 -0.313678 0.175034 0.0568459 0.29012 0.141851 0.0157896 0.145429 0.168421 -0.179689 -0.0989848 0.0453943 -0.248565 0.0459487 0.0590595
59,Posteriors,mu_h_posts,-0.0173598 -0.228582 -0.141417 0.00802491 0.407084 -0.246304 0.0105827 0.204118 -0.370908 -0.113588 -0.237268 0.34787 0.0461928 0.567918 -0.00293744 0.14237 -0.265606 0.0389445 -0.200118 0.0768163 0.016717 -0.1338 0.0842602 -0.164708 -0.105901 0.160786 -0.208291 0.145115 0.112308 0.385331 0.114868 0.0147215 0.120201 0.183644 -0.181249 0.00433731 -0.0445593 -0.25668 0.0373738 0.095313
60,Posteriors,mu_h_posts,-0.0917231 -0.22216 -0.0357175 0.0839637 0.411412 -0.171897 0.0587169 0.192183 -0.363591 -0.0782637 -0.178577 0.276843 0.0223077 0.596759 -0.0664234 0.0966287 -0.222531 -0.0313254 -0.200503 0.038251 -0.0912551 -0.143282 0.0638743 -0.130873 -0.0235068 0.17436 -0.0669292 0.106677 0.138533 0.424718 0.0666487 0.010202 0.0916259 0.185991 -0.177282 0.100275 -0.10087 -0.255836 0.0292103 0.0983795
61,Posteriors,mu_h_posts,-0.164788 -0.201409 0.0710914 0.156427 0.398063 -0.0499457 0.12087 0.177277 -0.339421 -0.0311276 -0.0957568 0.169032 0.0010888 0.608391 -0.13485 0.0448093 -0.155459 -0.10754 -0.192271 0.0059571 -0.172543 -0.14216 0.0356611 -0.0994379 0.0613749 0.172551 0.0665815 0.0604 0.144992 0.418474 -0.0042194 0.000797474 0.0619863 0.17714 -0.171676 0.171223 -0.119621 -0.244389 0.0202665 0.0858482
62,Posteriors,mu_h_posts,-0.227099 -0.169011 0.15843 0.220391 0.363894 0.086115 0.187602 0.158297 -0.295943 0.0280181 0.0109808 0.0310395 -0.0191832 0.596448 -0.195656 -0.0103044 -0.071692 -0.178172 -0.172905 -0.0132137 -0.219 -0.117084 -0.00196066 -0.0702171 0.131948 0.157571 0.15109 0.00787113 0.138804 0.376799 -0.0913198 -0.015532 0.0296726 0.157149 -0.166312 0.212321 -0.110416 -0.222624 0.0102253 0.0697656
63,Posteriors,mu_h_posts,-0.275007 -0.128074 0.216666 0.274625 0.308776 0.186865 0.246295 0.132947 -0.236865 0.095669 0.115759 -0.0962028 -0.0396319 0.550983 -0.243447 -0.0666678 0.0125061 -0.234915 -0.147431 -0.017844 -0.239914 -0.0503235 -0.0497178 -0.0427757 0.180966 0.134418 0.187639 -0.0476455 0.12532 0.309222 -0.180324 -0.0396929 -0.00543887 0.125863 -0.158929 0.230164 -0.0846883 -0.193405 0.000766572 0.0557557
64,Posteriors,mu_h_posts,-0.308166 -0.0800143 0.242137 0.317599 0.230348 0.240275 0.28698 0.101372 -0.169306 0.170143 0.188197 -0.174173 -0.0619068 0.455168 -0.2744 -0.120063 0.0825616 -0.274046 -0.122037 -0.0114716 -0.246135 0.06015 -0.107227 -0.0161819 0.210371 0.108727 0.193973 -0.101824 0.106364 0.224016 -0.251614 -0.0699731 -0.04168 0.0841461 -0.14359 0.233463 -0.0515206 -0.154127 -0.0058177 0.0453619
65,Posteriors,mu_h_posts,-0.330119 -0.0264905 0.234404 0.350504 0.129782 0.255449 0.299866 0.066763 -0.109275 0.250776 0.226614 -0.208236 -0.0855906 0.298764 -0.286657 -0.166638 0.13108 -0.293587 -0.101059 0.0018377 -0.244193 0.189514 -0.172339 0.00959697 0.226396 0.0859534 0.184422 -0.152017 0.0789273 0.131312 -0.296959 -0.10176 -0.0736638 0.0348668 -0.114383 0.22848 -0.0183742 -0.102868 -0.0068491 0.0379919
66,Posteriors,mu_h_posts,-0.343067 0.0288512 0.19559 0.374227 0.015219 0.247614 0.277111 0.034718 -0.065328 0.334884 0.239436 -0.220421 -0.109506 0.0957206 -0.276837 -0.201702 0.159046 -0.293265 -0.0845148 0.021605 -0.236608 0.302156 -0.241207 0.0343488 0.234563 0.067756 0.167286 -0.197185 0.0342918 0.045202 -0.317376 -0.130605 -0.0982817 -0.0190501 -0.068851 0.216936 0.0117138 -0.0400612 -0.00107835 0.0307379
67,Posteriors,mu_h_posts,-0.346441 0.0781918 0.132203 0.386168 -0.0976406 0.228222 0.215845 0.00908278 -0.0378572 0.41739 0.231395 -0.225867 -0.131818 -0.11004 -0.244304 -0.222404 0.172163 -0.27248 -0.0671346 0.049443 -0.217977 0.375267 -0.306471 0.0576354 0.239092 0.0533345 0.14698 -0.236484 -0.0304049 -0.019881 -0.316921 -0.154054 -0.115797 -0.0761768 -0.0127962 0.196815 0.0373037 0.032073 0.011867 0.0190138
68,Posteriors,mu_h_posts,-0.348118 0.257447 0.121124 0.328337 -0.214849 0.234551 0.172326 -0.0939382 0.0651752 0.449613 0.251562 -0.156446 -0.0931151 -0.188691 -0.319391 -0.300099 0.135765 -0.138637 -0.00448678 -0.0111109 -0.134762 0.360326 -0.391772 0.125824 0.138783 0.0465584 0.0480412 -0.334196 -0.0152666 -0.160821 -0.147798 -0.138976 -0.221183 -0.139734 0.0150776 0.186089 0.0594441 0.0826108 -0.0749526 0.0956695
69,Posteriors,mu_h_posts,-0.289092 0.31066 0.0815539 0.270196 -0.277382 0.233205 0.113609 -0.144919 0.13133 0.527422 0.175123 -0.148901 -0.0980044 -0.220597 -0.217825 -0.231703 0.129871 -0.054734 0.0385501 -0.0224806 -0.0746686 0.305787 -0.370627 0.164189 0.134485 0.0490748 -0.0175615 -0.355174 -0.0629215 -0.183647 -0.0910495 -0.149679 -0.260214 -0.18805 0.0840679 0.116941 0.0607326 0.124948 -0.0939706 0.127537
70,Posteriors,mu_h_posts,-0.203564 0.299601 0.0195804 0.177803 -0.303304 0.219525 0.0280691 -0.170397 0.174439 0.560624 0.101385 -0.159954 -0.0947054 -0.222334 -0.114004 -0.166225 0.122819 0.015288 0.0667215 -0.0121625 0.00787999 0.242366 -0.35109 0.201426 0.130094 0.0483058 -0.0607653 -0.365712 -0.166749 -0.196106 -0.0672862 -0.156698 -0.260214 -0.22662 0.144673 0.0418138 0.0661817 0.159945 -0.0950915 0.115482
71,Posteriors,mu_h_posts,-0.105988 0.248726 -0.0398329 0.0532492 -0.311212 0.198103 -0.0384566 -0.181287 0.191907 0.564399 0.033257 -0.165856 -0.0792058 -0.217062 -0.0262663 -0.0946283 0.110905 0.0717987 0.0887411 0.00860501 0.0942416 0.161323 -0.322728 0.234594 0.124105 0.0409548 -0.0991425 -0.362353 -0.264763 -0.206822 -0.052406 -0.153034 -0.245991 -0.259085 0.188372 -0.030668 0.0779773 0.179962 -0.0876788 0.0462619
72,Posteriors,mu_h_posts,-0.00878236 0.178526 -0.0887433 -0.0797511 -0.312363 0.169563 -0.0735564 -0.180315 0.180105 0.537969 -0.0294062 -0.154843 -0.0512649 -0.207809 0.0312381 -0.0279455 0.082977 0.116731 0.101341 0.0357553 0.16742 0.0773764 -0.274259 0.257554 0.113993 0.0288521 -0.13473 -0.343143 -0.336514 -0.218443 -0.0333756 -0.138244 -0.213647 -0.283363 0.208582 -0.0937535 0.096096 0.181676 -0.0742988 -0.0802469
73,Posteriors,mu_h_posts,0.0743405 0.104706 -0.127524 -0.191908 -0.311438 0.124218 -0.0840486 -0.165929 0.13212 0.47804 -0.088756 -0.113749 -0.0121007 -0.196419 0.0608758 0.0267755 0.0313764 0.153455 0.0995343 0.0699971 0.223836 0.00917496 -0.200622 0.261473 0.0956114 0.010999 -0.170597 -0.300102 -0.381796 -0.232664 -0.00591941 -0.115686 -0.163557 -0.295346 0.199686 -0.145061 0.120226 0.163069 -0.0543276 -0.231319
74,Posteriors,mu_h_posts,0.135187 0.0383531 -0.158006 -0.268748 -0.309779 0.0556053 -0.0819752 -0.136002 0.0450726 0.380118 -0.147739 -0.0313923 0.0345116 -0.182845 0.0731699 0.0685642 -0.0406615 0.181815 0.0835445 0.106874 0.264454 -0.0389446 -0.108597 0.229497 0.0655703 -0.0093487 -0.209206 -0.224948 -0.40426 -0.250561 0.0284322 -0.086596 -0.0983298 -0.292847 0.162639 -0.185352 0.149846 0.120938 -0.0260641 -0.363508
75,Posteriors,mu_h_posts,0.174526 -0.0145316 -0.185475 -0.309281 -0.299628 -0.0249775 -0.0771872 -0.0896916 -0.066787 0.2532 -0.205691 0.0857832 0.082518 -0.158405 0.0770077 0.102746 -0.119356 0.200837 0.0544288 0.139245 0.292817 -0.0692016 -0.0125348 0.147949 0.0197394 -0.0256103 -0.253478 -0.115314 -0.406928 -0.273975 0.0671302 -0.0509679 -0.0270794 -0.277339 0.104035 -0.220289 0.181772 0.0567042 0.00443498 -0.455166
76,Posteriors,mu_h_posts,0.193989 -0.0540037 -0.211487 -0.318799 -0.258757 -0.0981302 -0.0732163 -0.0293909 -0.171591 0.115805 -0.258189 0.208559 0.125457 -0.105128 0.0787663 0.129531 -0.187775 0.209038 0.0129086 0.165373 0.310935 -0.0850082 0.0690906 0.0217028 -0.0417965 -0.0323885 -0.301637 0.0100285 -0.388571 -0.29422 0.100434 -0.011751 0.0389235 -0.244077 0.0356977 -0.249958 0.209495 -0.0178928 0.0340688 -0.500787
77,Posteriors,mu_h_posts,0.196262 -0.0836331 -0.237225 -0.305801 -0.158873 -0.156475 -0.0693122 0.0400954 -0.245157 -0.00985611 -0.300468 0.307664 0.150133 -0.00552675 0.0820327 0.154575 -0.240462 0.209756 -0.0351136 0.184239 0.320786 -0.0905143 0.120135 -0.1102 -0.111112 -0.0296397 -0.349756 0.115501 -0.348744 -0.298934 0.12401 0.0236019 0.0920809 -0.187146 -0.0350739 -0.273042 0.227835 -0.0845232 0.0556098 -0.496528
78,Posteriors,mu_h_posts,0.186236 -0.109674 -0.261329 -0.275058 -0.00591857 -0.202535 -0.0643202 0.103879 -0.288737 -0.100998 -0.326435 0.370762 0.154596 0.126916 0.0858936 0.173952 -0.277351 0.204303 -0.0795447 0.193464 0.319539 -0.0911457 0.139201 -0.20794 -0.175636 -0.0194384 -0.38859 0.182029 -0.288613 -0.267096 0.140471 0.0492506 0.130936 -0.107869 -0.0986137 -0.285572 0.230565 -0.133351 0.0651146 -0.436528
79,Posteriors,mu_h_posts,0.167894 -0.136442 -0.278736 -0.23178 0.146609 -0.23947 -0.0576994 0.147499 -0.314719 -0.14951 -0.334589 0.400646 0.140469 0.256061 0.0884206 0.181319 -0.299429 0.192243 -0.113968 0.193877 0.304936 -0.0918471 0.138576 -0.256606 -0.226746 -0.00108371 -0.41022 0.213381 -0.210301 -0.171728 0.152849 0.0629554 0.154249 -0.016808 -0.150283 -0.281387 0.211458 -0.165825 0.0611465 -0.32411
80,Posteriors,mu_h_posts,0.141353 -0.163324 -0.283382 -0.182486 0.257658 -0.268273 -0.0489688 0.167705 -0.331934 -0.165722 -0.326042 0.406134 0.110764 0.3631 0.0862426 0.176174 -0.309884 0.174873 -0.138904 0.187182 0.270984 -0.0951106 0.129827 -0.266055 -0.254877 0.0264907 -0.408018 0.219726 -0.116424 -0.0132071 0.161774 0.0667703 0.160202 0.0681837 -0.186146 -0.253654 0.161706 -0.188582 0.0504105 -0.185025
81,Posteriors,mu_h_posts,0.1083 -0.18674 -0.266241 -0.128008 0.325871 -0.287857 -0.0364009 0.172324 -0.346123 -0.16031 -0.303128 0.394461 0.0746308 0.446374 0.0736177 0.15877 -0.310635 0.148655 -0.155178 0.171795 0.211508 -0.102017 0.118051 -0.248994 -0.254184 0.0600385 -0.376367 0.209995 -0.0191097 0.166632 0.164125 0.0651857 0.150812 0.131472 -0.20561 -0.195291 0.0785829 -0.206274 0.0380952 -0.0583933
82,Posteriors,mu_h_posts,0.0642676 -0.202094 -0.218331 -0.0649507 0.364568 -0.292208 -0.015735 0.16882 -0.356489 -0.143152 -0.269907 0.368014 0.0411882 0.508397 0.0444859 0.130797 -0.300833 0.109011 -0.165392 0.145715 0.120537 -0.112416 0.10487 -0.217834 -0.222299 0.0936781 -0.304087 0.18854 0.0618675 0.314973 0.155747 0.0612179 0.129665 0.170795 -0.211962 -0.108593 -0.0223411 -0.219842 0.0277879 0.0292142
83,Posteriors,mu_h_posts,0.00446877 -0.205877 -0.13572 0.0082316 0.384348 -0.271784 0.0179245 0.16041 -0.358473 -0.119673 -0.228574 0.323912 0.0138918 0.553042 -0.0029536 0.093052 -0.276535 0.0526394 -0.171589 0.109731 0.00611054 -0.124229 0.0889222 -0.181279 -0.163048 0.120529 -0.181142 0.157254 0.114508 0.406431 0.130683 0.0559378 0.102017 0.190456 -0.20967 -0.00655851 -0.108839 -0.227235 0.0201138 0.0727846
84,Posteriors,mu_h_posts,-0.068363 -0.195314 -0.0299773 0.084768 0.387953 -0.209739 0.0674649 0.147667 -0.34465 -0.0887517 -0.175789 0.254314 -0.00946864 0.582084 -0.0638839 0.0477476 -0.231532 -0.0186612 -0.171481 0.0700057 -0.105139 -0.133439 0.0679418 -0.144778 -0.084443 0.134749 -0.0250381 0.116378 0.140377 0.442746 0.0851696 0.0482347 0.0714348 0.195312 -0.203188 0.087899 -0.159049 -0.223893 0.0137047 0.0830141
85,Posteriors,mu_h_posts,-0.143045 -0.169769 0.0781136 0.156421 0.375138 -0.0975743 0.130209 0.130116 -0.312083 -0.0480093 -0.100297 0.15093 -0.0299902 0.595136 -0.129958 -0.00383059 -0.160913 -0.0975316 -0.162168 0.0352933 -0.186622 -0.133016 0.0391118 -0.110748 0.000545093 0.135844 0.110694 0.066735 0.148479 0.435652 0.0173849 0.036682 0.0407952 0.187912 -0.196411 0.158719 -0.172142 -0.208435 0.00717697 0.0756794
86,Posteriors,mu_h_posts,-0.209349 -0.133247 0.167181 0.219441 0.343305 0.0417077 0.196622 0.106203 -0.259134 0.00396883 -1.95695e-05 0.0212529 -0.0490358 0.586844 -0.189506 -0.0580922 -0.0731142 -0.171386 -0.141891 0.0136632 -0.232241 -0.1095 0.000876764 -0.078779 0.0762346 0.125533 0.188704 0.0100694 0.144545 0.39497 -0.0681571 0.0192884 0.00865019 0.167913 -0.191333 0.200749 -0.158564 -0.182132 -0.000463768 0.0624525
87,Posteriors,mu_h_posts,-0.262367 -0.0903437 0.226034 0.273506 0.291895 0.156029 0.254324 0.0745412 -0.191758 0.0655799 0.100677 -0.095329 -0.0677765 0.549175 -0.236671 -0.111743 0.0139825 -0.231257 -0.115179 0.00802379 -0.252992 -0.044765 -0.0475155 -0.0482752 0.133634 0.10792 0.218844 -0.0500209 0.132888 0.329107 -0.159844 -0.00518401 -0.0254733 0.133886 -0.185858 0.219275 -0.129157 -0.148334 -0.0082803 0.0495668
88,Posteriors,mu_h_posts,-0.300634 -0.0428 0.250887 0.316757 0.21802 0.222507 0.293535 0.0375457 -0.119588 0.135993 0.171394 -0.164144 -0.0878825 0.466643 -0.266531 -0.159974 0.0857826 -0.272667 -0.0872677 0.015158 -0.259616 0.0631052 -0.105555 -0.0183896 0.171817 0.0877421 0.221026 -0.108767 0.115373 0.245668 -0.23711 -0.0353819 -0.060272 0.0859245 -0.17384 0.22227 -0.0924718 -0.104552 -0.0141677 0.0392416
89,Posteriors,mu_h_posts,-0.326807 0.00814116 0.241831 0.34972 0.122456 0.245807 0.304593 -8.36798e-05 -0.0586704 0.214578 0.209364 -0.192586 -0.109407 0.32644 -0.276738 -0.199058 0.135549 -0.293116 -0.0623048 0.0302713 -0.258394 0.189079 -0.170972 0.0106225 0.195133 0.0695871 0.208831 -0.163317 0.0892068 0.15389 -0.287884 -0.0658111 -0.0906508 0.0279772 -0.148801 0.21641 -0.0557641 -0.0493884 -0.0151733 0.0311302
90,Posteriors,mu_h_posts,-0.342885 0.0593645 0.201492 0.373256 0.0138708 0.241917 0.280443 -0.0332322 -0.0165128 0.298085 0.222914 -0.202077 -0.131295 0.136121 -0.265079 -0.226133 0.164685 -0.292577 -0.0414751 0.0519323 -0.252348 0.298361 -0.239861 0.0383798 0.208485 0.0547353 0.189855 -0.212371 0.0450168 0.0665135 -0.311405 -0.0903295 -0.113283 -0.0352529 -0.106505 0.203796 -0.0223005 0.0152421 -0.00974044 0.0222188
91,Posteriors,mu_h_posts,-0.348705 0.103569 0.136929 0.385185 -0.0917843 0.223735 0.219279 -0.0597049 0.00732004 0.380633 0.217301 -0.206609 -0.15172 -0.065538 -0.232218 -0.240272 0.179192 -0.271075 -0.0207455 0.0811355 -0.236967 0.369006 -0.305205 0.0643626 0.216412 0.0426122 0.167907 -0.254676 -0.0211774 -0.00219586 -0.312201 -0.105332 -0.128061 -0.101368 -0.0496747 0.182399 0.00638224 0.0856254 0.00273945 0.00773899
92,Posteriors,mu_h_posts,-0.343108 0.282463 0.123504 0.328621 -0.204623 0.235677 0.171668 -0.172355 0.0969464 0.416405 0.243644 -0.143484 -0.101298 -0.167334 -0.298027 -0.38117 0.142892 -0.132852 0.0256116 0.01313 -0.151895 0.355227 -0.382563 0.140018 0.11525 0.0361338 0.0727259 -0.356069 -0.00604362 -0.150361 -0.118478 -0.120353 -0.227365 -0.172562 -0.0448214 0.164557 0.0333897 0.120365 -0.0869969 0.0782925
93,Posteriors,mu_h_posts,-0.279094 0.330217 0.0860866 0.273254 -0.262062 0.234667 0.105544 -0.220017 0.157385 0.49901 0.16987 -0.135301 -0.10675 -0.208373 -0.198356 -0.346135 0.137861 -0.0437239 0.0648286 0.00558312 -0.093781 0.299209 -0.358512 0.181596 0.104494 0.0398156 0.000336099 -0.374183 -0.0534476 -0.178969 -0.0591968 -0.136468 -0.268741 -0.225058 0.0234375 0.0987809 0.0378278 0.161626 -0.105071 0.101512
94,Posteriors,mu_h_posts,-0.192021 0.316943 0.0290707 0.181892 -0.284409 0.218613 0.0178631 -0.243942 0.199341 0.534349 0.0977298 -0.144102 -0.105129 -0.213813 -0.100932 -0.307622 0.131937 0.0306116 0.0923675 0.020631 -0.0118968 0.235555 -0.336105 0.221405 0.0962234 0.0395399 -0.0495564 -0.38561 -0.161994 -0.193117 -0.0353092 -0.137734 -0.269901 -0.266109 0.0873127 0.0262276 0.0430449 0.19301 -0.105215 0.0725737
95,Posteriors,mu_h_posts,-0.0955065 0.266709 -0.0258455 0.0565678 -0.289948 0.193086 -0.0449414 -0.256172 0.217615 0.538402 0.0302928 -0.149246 -0.091349 -0.209733 -0.0207916 -0.255004 0.120907 0.0890074 0.115991 0.0466927 0.0765196 0.157168 -0.303783 0.255045 0.0867523 0.033032 -0.0950044 -0.38306 -0.264549 -0.204609 -0.0210099 -0.12214 -0.256641 -0.300048 0.134312 -0.0455237 0.0531393 0.210172 -0.0971123 -0.0159825
96,Posteriors,mu_h_posts,-0.000701234 0.198798 -0.0724021 -0.0788908 -0.289588 0.158381 -0.0749492 -0.259947 0.208148 0.510296 -0.0327288 -0.139813 -0.0653252 -0.200464 0.0304737 -0.197273 0.0924184 0.134013 0.132159 0.0790319 0.153095 0.0774075 -0.250775 0.275536 0.072951 0.0226372 -0.136875 -0.363176 -0.338831 -0.216794 -0.00194607 -0.0930137 -0.224855 -0.325154 0.154974 -0.108754 0.0685901 0.210962 -0.0833629 -0.150686
97,Posteriors,mu_h_posts,0.0803532 0.127774 -0.111112 -0.193483 -0.287783 0.105109 -0.0822921 -0.253229 0.163157 0.446923 -0.0929809 -0.103082 -0.0290343 -0.188135 0.0567022 -0.142816 0.0377506 0.169446 0.134552 0.116078 0.213417 0.0131744 -0.173423 0.273231 0.0498672 0.00738902 -0.17846 -0.316216 -0.38484 -0.23155 0.0257628 -0.0568714 -0.175408 -0.337605 0.142431 -0.160173 0.0892219 0.193666 -0.0642142 -0.294296
98,Posteriors,mu_h_posts,0.139557 0.0624994 -0.142448 -0.271934 -0.285951 0.0309595 -0.0790077 -0.233696 0.0780551 0.344381 -0.152284 -0.0278915 0.0127493 -0.173279 0.0681398 -0.0941398 -0.0390077 0.195632 0.123392 0.152664 0.25778 -0.0324982 -0.0802523 0.230174 0.0142653 -0.0101348 -0.222269 -0.232922 -0.406728 -0.249753 0.0590771 -0.0177621 -0.111777 -0.336029 0.0989794 -0.199988 0.114466 0.155322 -0.0372595 -0.411663
99,Posteriors,mu_h_posts,0.177663 0.00862645 -0.170865 -0.31316 -0.276205 -0.0483422 -0.0740587 -0.199798 -0.0365941 0.214746 -0.208822 0.0801818 0.0540359 -0.147295 0.072665 -0.0471836 -0.122689 0.212317 0.0993099 0.182583 0.289731 -0.061737 0.0129545 0.133979 -0.0363976 -0.0245259 -0.271431 -0.112565 -0.407946 -0.272786 0.0947728 0.0240123 -0.0418442 -0.322378 0.0333806 -0.234296 0.141719 0.0958609 -0.00857668 -0.489112
100,Posteriors,mu_h_posts,0.196116 -0.0332393 -0.197803 -0.322749 -0.237405 -0.116072 -0.0704316 -0.151263 -0.148933 0.0801619 -0.257783 0.193941 0.0904163 -0.0927043 0.0756673 -0.00324555 -0.195148 0.21847 0.0627162 0.205568 0.311042 -0.0771188 0.0894319 -0.0049725 -0.0996278 -0.031676 -0.32317 0.0218719 -0.387078 -0.291662 0.123977 0.0652162 0.023905 -0.291894 -0.0388816 -0.263634 0.164846 0.0238746 0.0191449 -0.524413
101,Posteriors,mu_h_posts,0.197638 -0.0652795 -0.224018 -0.309629 -0.143357 -0.169557 -0.0669619 -0.0876678 -0.230705 -0.037655 -0.295377 0.286062 0.110218 0.00634356 0.0802292 0.0406611 -0.250633 0.217621 0.0178306 0.221376 0.323474 -0.0824179 0.135691 -0.142023 -0.166604 -0.031681 -0.372498 0.131057 -0.343882 -0.293085 0.143335 0.0989075 0.0780585 -0.236691 -0.108213 -0.286011 0.178867 -0.0438973 0.0390089 -0.513953
102,Posteriors,mu_h_posts,0.18764 -0.0930615 -0.248493 -0.279189 -0.000335464 -0.212422 -0.0622208 -0.0183709 -0.280093 -0.119452 -0.31636 0.344875 0.112199 0.133881 0.0850307 0.0779942 -0.289541 0.211661 -0.0269795 0.227881 0.323497 -0.0829027 0.151315 -0.23918 -0.225783 -0.0260068 -0.409311 0.197465 -0.280035 -0.255824 0.156603 0.120272 0.118352 -0.155307 -0.165192 -0.297553 0.177377 -0.0963394 0.0475385 -0.452581
103,Posteriors,mu_h_posts,0.170951 -0.120522 -0.266225 -0.236579 0.141778 -0.247938 -0.0557967 0.0422591 -0.309623 -0.159541 -0.320699 0.372917 0.0985612 0.255385 0.0880327 0.100488 -0.312681 0.199852 -0.0646432 0.226655 0.309088 -0.0836408 0.148494 -0.285192 -0.270938 -0.0137511 -0.426383 0.228121 -0.199526 -0.152337 0.1669 0.128103 0.142704 -0.0558383 -0.207417 -0.292089 0.153963 -0.132317 0.0426469 -0.344443
104,Posteriors,mu_h_posts,0.147382 -0.147005 -0.271653 -0.187818 0.245084 -0.276917 -0.0470433 0.0817574 -0.327977 -0.169683 -0.310506 0.378362 0.071411 0.355405 0.0859475 0.106936 -0.323499 0.183671 -0.0941264 0.219779 0.274151 -0.0870189 0.138332 -0.292109 -0.294664 0.00674845 -0.4179 0.234142 -0.106258 0.0132275 0.174753 0.125781 0.148412 0.0426526 -0.233791 -0.263707 0.100511 -0.157584 0.0311345 -0.213164
